user_id,name,signup_date,engagement_type,converted_to_paid,preferred_topic
U0556,User1555,2025-07-31,occasional,True,Career
U0557,User1556,2025-09-16,occasional,True,General Vedic
U0558,User1557,2026-03-29,loyal,True,Relationship
U0559,User1558,2026-03-07,occasional,False,General Vedic
U0560,User1559,2026-04-10,loyal,True,General Vedic
U0561,User1560,2026-04-27,occasional,True,Relationship
U0562,User1561,2026-01-24,one_time,False,General Vedic
U0563,User1562,2025-10-22,occasional,True,Career
U0564,User1563,2025-12-21,loyal,True,Family
U0565,User1564,2026-03-11,occasional,False,Family
U0566,User1565,2025-08-27,loyal,True,General Vedic
U0567,User1566,2026-03-29,occasional,True,General Vedic
U0568,User1567,2025-09-13,one_time,True,Relationship
U0569,User1568,2025-10-25,loyal,True,Marriage
U0570,User1569,2026-02-02,loyal,True,Finance
U0571,User1570,2026-03-06,occasional,True,Marriage
U0572,User1571,2025-11-20,occasional,True,Health
U0573,User1572,2026-05-25,occasional,False,Career
U0574,User1573,2026-02-20,occasional,True,Relationship
U0575,User1574,2026-04-19,occasional,False,Relationship
U0576,User1575,2026-03-22,loyal,True,Career
U0577,User1576,2025-12-14,loyal,True,Family
U0578,User1577,2026-06-06,occasional,False,Family
U0579,User1578,2025-12-26,occasional,True,Finance
U0580,User1579,2025-08-17,loyal,True,Career
U0581,User1580,2025-07-25,loyal,False,Career
U0582,User1581,2026-04-01,occasional,False,Relationship
U0583,User1582,2026-01-22,one_time,False,Career
U0584,User1583,2026-04-20,one_time,True,Relationship
U0585,User1584,2026-06-05,occasional,True,Career
U0586,User1585,2026-02-23,occasional,True,Career
U0587,User1586,2025-12-17,loyal,True,Health
U0588,User1587,2026-04-18,one_time,False,Career
U0589,User1588,2026-06-05,one_time,True,General Vedic
U0590,User1589,2025-10-13,loyal,True,Finance
U0591,User1590,2026-01-19,occasional,True,Relationship
U0592,User1591,2025-11-07,one_time,False,Finance
U0593,User1592,2025-09-12,loyal,True,General Vedic
U0594,User1593,2025-07-15,one_time,False,Finance
U0595,User1594,2026-05-13,occasional,True,Career
U0596,User1595,2026-03-20,occasional,True,Family
U0597,User1596,2025-10-17,occasional,True,Health
U0598,User1597,2025-12-15,one_time,False,Health
U0599,User1598,2025-12-19,occasional,True,Family
U0600,User1599,2025-11-15,loyal,True,Finance
U0601,User1600,2026-03-14,one_time,False,Career
U0602,User1601,2026-03-25,one_time,False,Family
U0603,User1602,2026-01-16,one_time,True,Finance
U0604,User1603,2026-06-07,occasional,True,Finance
U0605,User1604,2025-08-22,one_time,False,Marriage
U0606,User1605,2025-07-27,one_time,False,Relationship
U0607,User1606,2025-12-13,occasional,True,Finance
U0608,User1607,2026-01-10,occasional,True,Career
U0609,User1608,2026-02-07,loyal,True,Career
U0610,User1609,2026-01-20,occasional,True,Family
U0611,User1610,2025-11-17,one_time,False,Relationship
U0612,User1611,2026-02-07,occasional,True,Marriage
U0613,User1612,2026-06-14,occasional,True,Relationship
U0614,User1613,2026-01-12,one_time,True,Relationship
U0615,User1614,2026-03-07,occasional,True,Marriage
U0616,User1615,2025-08-04,one_time,True,Relationship
U0617,User1616,2026-02-24,one_time,True,Career
U0618,User1617,2025-12-19,occasional,True,Relationship
U0619,User1618,2025-12-31,one_time,True,Career
U0620,User1619,2025-07-31,loyal,True,General Vedic
U0621,User1620,2026-02-03,one_time,False,Marriage
U0622,User1621,2025-07-20,one_time,True,General Vedic
U0623,User1622,2025-11-02,one_time,True,General Vedic
U0624,User1623,2025-11-08,occasional,True,Marriage
U0625,User1624,2026-05-07,occasional,True,Health
U0626,User1625,2026-01-12,one_time,False,Career
U0627,User1626,2026-05-06,one_time,False,Family
U0628,User1627,2025-10-30,occasional,True,Finance
U0629,User1628,2025-08-10,one_time,False,Marriage
U0630,User1629,2025-12-07,one_time,True,Career
U0631,User1630,2025-09-06,loyal,True,Relationship
U0632,User1631,2026-04-02,one_time,False,General Vedic
U0633,User1632,2025-08-04,loyal,True,General Vedic
U0634,User1633,2026-04-25,occasional,True,Career
U0635,User1634,2025-10-28,one_time,False,Career
U0636,User1635,2025-08-10,occasional,True,Relationship
U0637,User1636,2026-04-23,one_time,False,Finance
U0638,User1637,2025-12-03,one_time,False,Health
U0639,User1638,2025-10-28,occasional,False,Finance
U0640,User1639,2025-10-18,one_time,False,Career
U0641,User1640,2025-12-29,one_time,True,Finance
U0642,User1641,2026-05-27,loyal,True,Finance
U0643,User1642,2026-05-31,occasional,True,General Vedic
U0644,User1643,2026-01-07,one_time,False,Relationship
U0645,User1644,2026-05-24,occasional,True,Career
U0646,User1645,2026-05-19,one_time,True,General Vedic
U0647,User1646,2026-01-15,occasional,True,General Vedic
U0648,User1647,2025-10-22,one_time,True,Relationship
U0649,User1648,2025-11-27,occasional,True,Career
U0650,User1649,2026-01-06,one_time,False,Relationship
U0651,User1650,2026-02-08,loyal,True,General Vedic
U0652,User1651,2026-05-26,occasional,True,Career
U0653,User1652,2025-08-15,occasional,False,Marriage
U0654,User1653,2026-02-07,occasional,True,Finance
U0655,User1654,2025-09-21,loyal,True,Finance
U0656,User1655,2026-03-24,loyal,True,Finance
U0657,User1656,2025-09-03,one_time,False,Marriage
U0658,User1657,2026-04-04,one_time,False,Marriage
U0659,User1658,2025-11-07,one_time,False,Career
U0660,User1659,2026-04-16,loyal,True,Health
U0661,User1660,2025-11-05,loyal,True,Relationship
U0662,User1661,2026-02-22,one_time,False,Health
U0663,User1662,2025-12-15,occasional,True,Finance
U0664,User1663,2026-03-01,loyal,False,Marriage
U0665,User1664,2026-03-18,one_time,True,Career
U0666,User1665,2026-05-19,loyal,False,Family
U0667,User1666,2026-05-27,occasional,True,Career
U0668,User1667,2025-10-30,loyal,True,Family
U0669,User1668,2026-06-15,occasional,True,Finance
U0670,User1669,2026-01-14,one_time,True,Relationship
U0671,User1670,2025-09-21,one_time,True,Finance
U0672,User1671,2026-01-13,one_time,False,Marriage
U0673,User1672,2025-12-15,loyal,True,Family
U0674,User1673,2026-05-14,loyal,True,Relationship
U0675,User1674,2025-11-26,one_time,True,Health
U0676,User1675,2026-04-19,occasional,True,Health
U0677,User1676,2026-02-22,one_time,False,Career
U0678,User1677,2026-06-16,one_time,True,Career
U0679,User1678,2026-01-09,loyal,False,Career
U0680,User1679,2026-03-02,occasional,True,Career
U0681,User1680,2025-12-15,one_time,False,Finance
U0682,User1681,2026-05-21,occasional,True,Career
U0683,User1682,2025-10-09,loyal,True,General Vedic
U0684,User1683,2026-02-13,one_time,True,Career
U0685,User1684,2025-08-01,one_time,True,Relationship
U0686,User1685,2025-10-12,one_time,False,Family
U0687,User1686,2025-10-01,occasional,True,Career
U0688,User1687,2026-02-05,loyal,True,General Vedic
U0689,User1688,2025-12-20,occasional,True,Career
U0690,User1689,2025-08-05,one_time,False,Family
U0691,User1690,2025-07-20,loyal,True,Relationship
U0692,User1691,2025-11-28,one_time,True,Relationship
U0693,User1692,2026-06-05,loyal,True,Health
U0694,User1693,2025-10-01,occasional,True,Marriage
U0695,User1694,2026-03-28,occasional,True,Career
U0696,User1695,2026-05-09,one_time,True,Relationship
U0697,User1696,2025-11-05,one_time,False,Relationship
U0698,User1697,2025-08-15,one_time,True,Health
U0699,User1698,2026-03-06,loyal,True,Relationship
U0700,User1699,2026-01-07,occasional,False,Career
U0701,User1700,2026-03-15,one_time,True,Family
U0702,User1701,2025-12-06,one_time,True,Relationship
U0703,User1702,2025-07-19,one_time,True,General Vedic
U0704,User1703,2025-09-30,occasional,True,Family
U0705,User1704,2026-04-16,loyal,True,Career
U0706,User1705,2026-01-03,occasional,True,Career
U0707,User1706,2025-09-04,one_time,False,Career
U0708,User1707,2025-11-11,occasional,True,Finance
U0709,User1708,2026-03-28,occasional,False,Marriage
U0710,User1709,2026-01-02,occasional,False,Relationship
U0711,User1710,2025-08-25,one_time,True,Career
U0712,User1711,2025-07-12,one_time,True,General Vedic
U0713,User1712,2025-12-18,loyal,True,Career
U0714,User1713,2025-12-13,occasional,True,Relationship
U0715,User1714,2025-07-21,one_time,False,Finance
U0716,User1715,2026-01-20,loyal,True,Marriage
U0717,User1716,2026-05-25,one_time,True,Relationship
U0718,User1717,2025-07-30,one_time,False,General Vedic
U0719,User1718,2025-08-14,one_time,False,Career
U0720,User1719,2025-12-21,one_time,False,Health
U0721,User1720,2025-08-20,occasional,True,Career
U0722,User1721,2025-09-26,one_time,False,Relationship
U0723,User1722,2025-08-03,occasional,True,Relationship
U0724,User1723,2026-01-04,one_time,False,Relationship
U0725,User1724,2025-11-29,one_time,True,Marriage
U0726,User1725,2025-10-24,loyal,True,Career
U0727,User1726,2025-10-13,occasional,False,Marriage
U0728,User1727,2026-01-23,loyal,True,General Vedic
U0729,User1728,2025-12-23,occasional,True,General Vedic
U0730,User1729,2026-04-09,occasional,True,Family
U0731,User1730,2025-11-08,loyal,True,Career
U0732,User1731,2026-06-07,one_time,False,Career
U0733,User1732,2026-01-18,loyal,True,Health
U0734,User1733,2025-12-21,occasional,True,Career
U0735,User1734,2025-07-12,occasional,True,Relationship
U0736,User1735,2026-05-02,one_time,False,Career
U0737,User1736,2026-03-12,loyal,True,Relationship
U0738,User1737,2025-08-28,one_time,True,Health
U0739,User1738,2026-01-22,loyal,True,General Vedic
U0740,User1739,2025-09-10,one_time,False,Relationship
U0741,User1740,2026-01-18,one_time,True,Career
U0742,User1741,2026-06-14,one_time,False,Relationship
U0743,User1742,2025-10-22,occasional,False,Family
U0744,User1743,2025-10-02,occasional,True,General Vedic
U0745,User1744,2026-03-08,loyal,True,Health
U0746,User1745,2025-08-02,occasional,True,Relationship
U0747,User1746,2026-05-16,occasional,True,Relationship
U0748,User1747,2025-09-20,loyal,True,Finance
U0749,User1748,2026-02-09,one_time,False,General Vedic
U0750,User1749,2025-12-11,loyal,True,Family
U0751,User1750,2025-08-13,loyal,True,Finance
U0752,User1751,2025-12-07,occasional,True,Finance
U0753,User1752,2025-07-26,one_time,True,Health
U0754,User1753,2025-08-29,occasional,True,Health
U0755,User1754,2025-07-22,one_time,False,Family
U0756,User1755,2025-12-05,occasional,False,Family
U0757,User1756,2025-12-22,one_time,False,General Vedic
U0758,User1757,2025-07-25,loyal,True,Career
U0759,User1758,2025-09-14,occasional,False,Career
U0760,User1759,2025-09-29,one_time,False,Career
U0761,User1760,2026-02-08,one_time,True,Career
U0762,User1761,2025-09-05,occasional,True,Health
U0763,User1762,2025-10-17,one_time,True,General Vedic
U0764,User1763,2025-11-27,occasional,True,Relationship
U0765,User1764,2026-01-24,occasional,True,Health
U0766,User1765,2026-01-04,loyal,True,Marriage
U0767,User1766,2026-06-03,one_time,False,Finance
U0768,User1767,2025-09-18,occasional,True,General Vedic
U0769,User1768,2026-03-09,one_time,False,Marriage
U0770,User1769,2025-07-21,loyal,True,Career
U0771,User1770,2025-08-18,one_time,False,Health
U0772,User1771,2026-01-16,one_time,True,Family
U0773,User1772,2025-11-16,loyal,True,Health
U0774,User1773,2026-01-31,one_time,False,Relationship
U0775,User1774,2026-05-27,loyal,True,Career
U0776,User1775,2026-02-25,loyal,True,Relationship
U0777,User1776,2026-06-15,one_time,False,Career
U0778,User1777,2025-12-28,one_time,True,Relationship
U0779,User1778,2026-02-01,occasional,False,Finance
U0780,User1779,2026-02-25,occasional,True,Relationship
U0781,User1780,2025-12-26,loyal,True,Health
U0782,User1781,2025-11-17,occasional,False,Finance
U0783,User1782,2026-04-29,occasional,False,Finance
U0784,User1783,2026-04-13,one_time,True,Health
U0785,User1784,2026-03-19,one_time,True,Career
U0786,User1785,2025-09-16,loyal,True,Family
U0787,User1786,2026-03-28,one_time,False,Relationship
U0788,User1787,2026-02-04,one_time,True,Relationship
U0789,User1788,2025-12-28,one_time,True,Career
U0790,User1789,2026-04-24,loyal,True,Relationship
U0791,User1790,2026-02-21,one_time,False,Finance
U0792,User1791,2026-04-06,one_time,True,Relationship
U0793,User1792,2025-09-23,loyal,True,Relationship
U0794,User1793,2025-08-22,one_time,True,Marriage
U0795,User1794,2026-05-17,occasional,True,General Vedic
U0796,User1795,2026-04-15,occasional,True,Finance
U0797,User1796,2025-09-22,one_time,False,Relationship
U0798,User1797,2025-12-14,one_time,False,General Vedic
U0799,User1798,2026-01-24,one_time,True,Career
U0800,User1799,2025-12-03,one_time,False,Family
U0801,User1800,2026-04-15,loyal,True,Health
U0802,User1801,2025-10-02,loyal,True,General Vedic
U0803,User1802,2026-04-21,occasional,False,Marriage
U0804,User1803,2025-11-11,loyal,False,Relationship
U0805,User1804,2026-05-13,occasional,False,Finance
U0806,User1805,2025-10-02,occasional,False,Relationship
U0807,User1806,2025-07-25,occasional,True,Career
U0808,User1807,2025-09-19,loyal,True,Family
U0809,User1808,2025-08-28,one_time,True,Career
U0810,User1809,2025-08-23,occasional,False,Marriage
U0811,User1810,2026-01-04,one_time,False,Career
U0812,User1811,2026-03-20,loyal,True,Relationship
U0813,User1812,2026-01-23,one_time,True,Finance
U0814,User1813,2025-09-21,occasional,False,Family
U0815,User1814,2026-01-08,loyal,True,Career
U0816,User1815,2025-09-20,occasional,True,Health
U0817,User1816,2026-01-25,loyal,True,General Vedic
U0818,User1817,2026-04-01,one_time,False,Relationship
U0819,User1818,2026-06-13,one_time,False,Finance
U0820,User1819,2026-06-09,occasional,True,Relationship
U0821,User1820,2026-03-16,one_time,True,Career
U0822,User1821,2026-04-07,one_time,False,General Vedic
U0823,User1822,2025-08-02,loyal,True,Career
U0824,User1823,2025-12-05,occasional,True,Relationship
U0825,User1824,2025-09-17,occasional,True,Marriage
U0826,User1825,2025-09-04,one_time,False,Relationship
U0827,User1826,2025-09-16,one_time,False,Finance
U0828,User1827,2025-08-02,one_time,True,Marriage
U0829,User1828,2025-07-16,occasional,True,Family
U0830,User1829,2026-06-03,occasional,True,General Vedic
U0831,User1830,2026-02-09,occasional,True,Relationship
U0832,User1831,2025-10-11,occasional,True,Relationship
U0833,User1832,2026-03-19,occasional,True,Family
U0834,User1833,2026-04-03,one_time,True,Finance
U0835,User1834,2026-04-03,one_time,False,Relationship
U0836,User1835,2025-07-29,occasional,True,Career
U0837,User1836,2025-09-12,one_time,False,Career
U0838,User1837,2026-05-07,loyal,True,Family
U0839,User1838,2026-01-09,loyal,False,Career
U0840,User1839,2025-10-17,loyal,True,Relationship
U0841,User1840,2025-09-03,one_time,False,General Vedic
U0842,User1841,2025-11-03,occasional,True,Career
U0843,User1842,2026-01-22,one_time,False,Marriage
U0844,User1843,2026-04-29,one_time,False,General Vedic
U0845,User1844,2025-10-24,occasional,True,Health
U0846,User1845,2025-09-11,one_time,True,Marriage
U0847,User1846,2026-02-05,occasional,True,Health
U0848,User1847,2025-11-04,one_time,True,Finance
U0849,User1848,2025-10-05,occasional,False,Marriage
U0850,User1849,2025-09-08,occasional,True,Marriage
U0851,User1850,2026-01-15,one_time,False,Career
U0852,User1851,2026-02-20,one_time,True,Finance
U0853,User1852,2026-04-05,one_time,True,Health
U0854,User1853,2025-08-21,one_time,False,General Vedic
U0855,User1854,2026-05-09,occasional,False,General Vedic
U0856,User1855,2026-05-24,one_time,True,Career
U0857,User1856,2025-07-15,occasional,True,Marriage
U0858,User1857,2026-03-15,one_time,True,General Vedic
U0859,User1858,2025-07-15,one_time,True,Career
U0860,User1859,2025-12-21,one_time,False,Finance
U0861,User1860,2025-11-26,one_time,True,Relationship
U0862,User1861,2026-01-18,one_time,False,General Vedic
U0863,User1862,2025-08-21,loyal,True,Relationship
U0864,User1863,2025-07-18,one_time,True,Marriage
U0865,User1864,2026-05-03,one_time,False,Health
U0866,User1865,2026-04-16,one_time,True,Marriage
U0867,User1866,2026-01-29,one_time,True,Career
U0868,User1867,2026-04-23,loyal,True,Finance
U0869,User1868,2025-09-13,one_time,False,Relationship
U0870,User1869,2026-01-14,one_time,False,Health
U0871,User1870,2026-01-19,loyal,True,General Vedic
U0872,User1871,2025-11-07,occasional,True,Finance
U0873,User1872,2026-05-26,one_time,False,Relationship
U0874,User1873,2026-02-03,loyal,True,Career
U0875,User1874,2025-10-04,loyal,True,Relationship
U0876,User1875,2026-01-04,one_time,False,Finance
U0877,User1876,2026-01-01,occasional,False,Relationship
U0878,User1877,2026-01-15,loyal,True,General Vedic
U0879,User1878,2025-10-04,occasional,True,Health
U0880,User1879,2026-04-23,one_time,False,Career
U0881,User1880,2026-01-30,one_time,True,Career
U0882,User1881,2025-11-08,one_time,False,Career
U0883,User1882,2026-04-21,occasional,True,Relationship
U0884,User1883,2026-02-11,occasional,True,Finance
U0885,User1884,2025-10-31,one_time,False,Health
U0886,User1885,2026-04-17,one_time,True,Finance
U0887,User1886,2026-02-23,occasional,True,Finance
U0888,User1887,2025-10-26,occasional,False,Career
U0889,User1888,2026-05-30,occasional,True,Relationship
U0890,User1889,2025-10-12,loyal,True,Family
U0891,User1890,2025-08-25,one_time,True,Marriage
U0892,User1891,2025-11-28,loyal,True,Relationship
U0893,User1892,2025-11-21,loyal,True,Health
U0894,User1893,2026-04-26,loyal,True,Marriage
U0895,User1894,2026-04-29,occasional,True,Health
U0896,User1895,2025-12-25,occasional,True,Marriage
U0897,User1896,2026-05-30,one_time,True,Career
U0898,User1897,2026-02-06,occasional,True,Relationship
U0899,User1898,2026-02-24,occasional,True,Career
U0900,User1899,2026-01-19,loyal,True,Career
