consultation_id,user_id,astrologer_id,date,topic,mode,duration_min,amount,call_status,rating_given,is_free_trial
C000899,U0203,A004,2026-08-01 17:34:10.881956,Health,audio,3,62.0,completed,4.0,False
C000900,U0204,A009,2026-03-02 00:00:00.000000,Family,audio,8,0.0,completed,4.0,True
C000901,U0204,A004,2026-03-27 03:00:00.569226,Marriage,audio,3,55.0,completed,5.0,False
C000902,U0204,A004,2026-05-03 20:47:44.045931,Marriage,chat,10,187.0,completed,4.0,False
C000903,U0204,A004,2026-07-07 09:27:56.281603,Relationship,audio,13,248.0,completed,4.0,False
C000904,U0205,A010,2026-05-17 00:00:00.000000,General Vedic,chat,9,0.0,completed,4.0,True
C000905,U0206,A030,2025-11-05 00:00:00.000000,Marriage,chat,3,0.0,completed,4.0,True
C000906,U0206,A015,2025-12-02 05:21:02.666742,Relationship,chat,11,247.0,failed,,False
C000907,U0206,A027,2025-12-11 06:45:01.131635,Relationship,audio,6,112.0,completed,5.0,False
C000908,U0206,A015,2026-01-04 05:30:39.856531,General Vedic,audio,12,280.0,completed,4.0,False
C000909,U0206,A015,2026-01-17 20:54:43.701776,Relationship,chat,8,190.0,completed,4.0,False
C000910,U0206,A015,2026-03-05 11:06:15.800434,Health,video,9,218.0,completed,4.0,False
C000911,U0206,A015,2026-04-03 04:29:52.599330,Relationship,video,7,172.0,completed,4.0,False
C000912,U0206,A001,2026-04-21 22:17:23.504288,Relationship,chat,11,314.0,completed,4.0,False
C000913,U0206,A009,2026-06-10 03:24:11.181903,Relationship,audio,11,319.0,completed,4.0,False
C000914,U0206,A015,2026-06-25 20:40:18.650056,Finance,chat,16,415.0,completed,5.0,False
C000915,U0206,A015,2026-07-25 00:34:46.949507,Relationship,chat,10,264.0,completed,4.0,False
C000916,U0207,A009,2025-10-22 00:00:00.000000,Finance,chat,3,0.0,completed,4.0,True
C000917,U0207,A021,2025-10-23 00:00:00.000000,Relationship,audio,6,135.0,dropped,,False
C000918,U0207,A021,2025-10-28 11:08:19.399634,Finance,chat,7,160.0,completed,4.0,False
C000919,U0207,A005,2025-11-05 12:48:18.783809,Relationship,audio,14,326.0,completed,5.0,False
C000920,U0207,A010,2025-11-24 12:40:10.094229,Career,chat,14,136.0,completed,3.0,False
C000921,U0207,A021,2025-12-19 10:49:08.436290,Finance,audio,22,532.0,completed,4.0,False
C000922,U0207,A021,2025-12-31 19:58:57.007118,Health,audio,10,246.0,completed,5.0,False
C000923,U0207,A021,2026-01-28 11:30:12.763093,Finance,chat,9,226.0,completed,4.0,False
C000924,U0207,A021,2026-02-22 01:53:59.213932,Finance,chat,6,153.0,completed,5.0,False
C000925,U0207,A021,2026-03-04 19:41:01.250865,Finance,video,7,182.0,completed,5.0,False
C000926,U0207,A002,2026-03-21 01:42:23.049436,General Vedic,audio,18,475.0,completed,2.0,False
C000927,U0207,A021,2026-04-07 22:29:19.230437,Finance,chat,3,81.0,completed,4.0,False
C000928,U0207,A021,2026-04-19 02:25:52.363627,Finance,chat,7,191.0,completed,5.0,False
C000929,U0207,A021,2026-04-30 01:53:42.025854,General Vedic,chat,14,388.0,completed,4.0,False
C000930,U0207,A021,2026-05-11 19:25:49.204893,Finance,chat,11,310.0,completed,5.0,False
C000931,U0207,A011,2026-06-08 07:26:55.125554,Finance,video,6,195.0,completed,3.0,False
C000932,U0207,A021,2026-06-15 20:30:24.026559,General Vedic,chat,6,174.0,completed,5.0,False
C000933,U0207,A021,2026-07-12 22:55:32.192727,Health,chat,3,88.0,completed,5.0,False
C000934,U0207,A021,2026-08-09 22:07:31.380565,Finance,chat,3,90.0,completed,4.0,False
C000935,U0207,A021,2026-08-10 22:07:31.380565,Health,audio,17,516.0,completed,4.0,False
C000936,U0208,A013,2026-02-12 00:00:00.000000,Health,video,17,0.0,completed,4.0,True
C000937,U0208,A027,2026-05-18 19:02:23.643540,Relationship,audio,18,330.0,completed,3.0,False
C000938,U0208,A001,2026-07-20 08:13:40.383909,Health,chat,8,208.0,completed,2.0,False
C000939,U0209,A003,2026-02-01 00:00:00.000000,Career,audio,9,0.0,completed,4.0,True
C000940,U0209,A016,2026-04-01 02:38:18.012579,Career,video,17,434.0,completed,5.0,False
C000941,U0209,A006,2026-05-20 04:35:08.079698,Career,chat,8,100.0,completed,4.0,False
C000942,U0209,A016,2026-08-10 13:03:26.993124,Career,video,10,265.0,completed,3.0,False
C000943,U0210,A014,2026-02-27 00:00:00.000000,Finance,chat,4,0.0,completed,4.0,True
C000944,U0211,A019,2025-08-23 00:00:00.000000,Marriage,chat,23,0.0,completed,4.0,True
C000945,U0212,A022,2026-02-25 00:00:00.000000,Relationship,chat,3,0.0,completed,4.0,True
C000946,U0213,A030,2026-03-14 00:00:00.000000,Career,chat,4,0.0,completed,3.0,True
C000947,U0214,A015,2026-03-12 00:00:00.000000,Career,audio,20,0.0,completed,3.0,True
C000948,U0215,A004,2026-03-08 00:00:00.000000,Health,chat,5,0.0,completed,4.0,True
C000949,U0216,A013,2025-11-18 00:00:00.000000,Career,chat,7,0.0,completed,2.0,True
C000950,U0216,A012,2026-01-16 06:47:15.398814,Health,video,8,122.0,completed,4.0,False
C000951,U0216,A012,2026-03-29 02:55:46.057570,Health,audio,21,328.0,completed,4.0,False
C000952,U0216,A012,2026-06-03 06:03:29.941873,Relationship,chat,14,223.0,completed,4.0,False
C000953,U0216,A012,2026-07-12 22:28:22.286629,Health,chat,8,130.0,completed,3.0,False
C000954,U0217,A023,2026-02-14 00:00:00.000000,Relationship,chat,7,0.0,completed,4.0,True
C000955,U0217,A017,2026-05-03 07:41:14.350842,Health,chat,8,180.0,completed,4.0,False
C000956,U0217,A015,2026-05-04 07:41:14.350842,Relationship,audio,10,229.0,completed,4.0,False
C000957,U0218,A006,2026-01-21 00:00:00.000000,Career,chat,10,0.0,completed,3.0,True
C000958,U0218,A007,2026-02-24 13:19:41.266717,Relationship,audio,10,255.0,completed,2.0,False
C000959,U0218,A017,2026-03-20 00:30:37.435582,Relationship,audio,9,206.0,completed,3.0,False
C000960,U0218,A015,2026-04-07 22:05:51.602476,Relationship,chat,13,303.0,completed,4.0,False
C000961,U0218,A015,2026-05-10 12:02:22.203537,Relationship,audio,13,309.0,completed,4.0,False
C000962,U0218,A015,2026-07-23 10:44:14.852296,Career,video,14,339.0,completed,4.0,False
C000963,U0219,A004,2026-01-31 00:00:00.000000,General Vedic,video,13,0.0,completed,4.0,True
C000964,U0220,A014,2025-08-10 00:00:00.000000,Marriage,audio,10,0.0,completed,4.0,True
C000965,U0220,A016,2025-10-04 04:53:36.210218,General Vedic,chat,13,332.0,completed,4.0,False
C000966,U0220,A022,2026-01-10 02:24:47.418906,Marriage,audio,12,312.0,completed,3.0,False
C000967,U0221,A009,2025-10-27 00:00:00.000000,Relationship,video,6,0.0,failed,,True
C000968,U0221,A015,2026-01-04 04:43:13.091883,Relationship,chat,12,269.0,completed,4.0,False
C000969,U0221,A009,2026-01-24 20:00:15.878307,Health,audio,7,182.0,completed,5.0,False
C000970,U0221,A026,2026-03-29 22:58:38.849342,Relationship,chat,3,38.0,completed,5.0,False
C000971,U0221,A015,2026-05-22 05:03:23.506065,Relationship,chat,3,71.0,completed,3.0,False
C000972,U0221,A015,2026-07-15 03:12:47.590093,Relationship,audio,13,315.0,dropped,,False
C000973,U0222,A004,2026-03-29 00:00:00.000000,Relationship,audio,21,0.0,completed,3.0,True
C000974,U0223,A009,2025-12-09 00:00:00.000000,Health,chat,3,0.0,completed,3.0,True
C000975,U0223,A028,2025-12-10 00:00:00.000000,Finance,chat,14,214.0,completed,3.0,False
C000976,U0223,A028,2026-01-13 09:49:34.623395,Health,chat,10,156.0,completed,4.0,False
C000977,U0223,A028,2026-02-16 20:09:56.312323,Health,audio,13,207.0,completed,3.0,False
C000978,U0223,A028,2026-03-06 13:54:44.294086,General Vedic,chat,11,178.0,completed,5.0,False
C000979,U0223,A028,2026-03-11 20:54:39.964725,Health,audio,12,198.0,completed,3.0,False
C000980,U0223,A028,2026-03-15 22:11:29.265960,Health,chat,12,202.0,completed,3.0,False
C000981,U0223,A028,2026-04-19 21:40:41.168323,Health,audio,8,137.0,completed,4.0,False
C000982,U0223,A004,2026-05-30 11:28:19.659713,Health,chat,11,230.0,completed,4.0,False
C000983,U0223,A019,2026-07-03 12:00:15.845590,Marriage,chat,6,156.0,completed,3.0,False
C000984,U0223,A022,2026-07-12 11:38:21.784124,Health,chat,7,210.0,completed,4.0,False
C000985,U0223,A004,2026-08-03 15:59:03.016251,Health,audio,6,132.0,completed,4.0,False
C000986,U0224,A005,2026-04-22 00:00:00.000000,Relationship,chat,4,0.0,completed,4.0,True
C000987,U0224,A008,2026-05-04 16:58:56.259571,Career,chat,7,107.0,completed,5.0,False
C000988,U0224,A008,2026-06-07 12:59:33.634951,Finance,audio,15,234.0,completed,5.0,False
C000989,U0224,A008,2026-06-29 04:01:12.340524,Career,audio,9,143.0,completed,4.0,False
C000990,U0224,A008,2026-07-28 17:51:11.135229,Family,chat,6,97.0,completed,4.0,False
C000991,U0225,A016,2026-01-14 00:00:00.000000,Career,video,14,0.0,completed,4.0,True
C000992,U0226,A011,2025-07-12 00:00:00.000000,Family,video,5,0.0,completed,4.0,True
C000993,U0226,A005,2025-08-15 03:28:30.894589,Career,audio,12,269.0,completed,4.0,False
C000994,U0226,A005,2025-08-17 15:40:46.991330,Career,audio,9,206.0,completed,5.0,False
C000995,U0226,A005,2025-11-23 11:14:29.822961,Career,chat,3,70.0,completed,4.0,False
C000996,U0226,A004,2026-01-28 08:06:23.768254,Career,chat,9,175.0,completed,3.0,False
C000997,U0226,A005,2026-03-10 01:51:29.551217,Relationship,chat,17,411.0,failed,,False
C000998,U0226,A017,2026-05-27 02:53:32.291072,Career,audio,26,641.0,dropped,,False
C000999,U0226,A005,2026-07-13 01:22:55.062306,Family,video,15,376.0,completed,5.0,False
C001000,U0227,A026,2025-12-03 00:00:00.000000,Finance,chat,8,0.0,completed,4.0,True
C001001,U0228,A004,2025-09-23 00:00:00.000000,Relationship,audio,11,0.0,completed,5.0,True
C001002,U0229,A010,2026-03-27 00:00:00.000000,Finance,audio,5,0.0,completed,5.0,True
C001003,U0229,A028,2026-04-12 16:53:53.696684,Family,chat,4,61.0,completed,3.0,False
C001004,U0229,A004,2026-06-18 01:13:19.605764,General Vedic,chat,3,56.0,completed,4.0,False
C001005,U0229,A014,2026-06-19 01:13:19.605764,General Vedic,chat,8,187.0,completed,4.0,False
C001006,U0230,A012,2026-01-02 00:00:00.000000,Family,chat,7,0.0,completed,5.0,True
C001007,U0230,A014,2026-01-31 10:12:18.874363,Family,video,11,247.0,completed,3.0,False
C001008,U0230,A014,2026-03-02 00:37:54.016862,Health,video,5,114.0,completed,5.0,False
C001009,U0230,A014,2026-03-03 08:11:52.400223,Finance,audio,10,233.0,completed,4.0,False
C001010,U0230,A009,2026-03-17 05:38:59.847206,Family,chat,10,270.0,completed,4.0,False
C001011,U0230,A014,2026-03-18 05:38:59.847206,Family,audio,19,460.0,completed,4.0,False
C001012,U0230,A014,2026-05-20 02:05:56.740278,Family,video,13,320.0,completed,4.0,False
C001013,U0230,A026,2026-06-24 14:13:39.588217,Family,chat,13,178.0,completed,3.0,False
C001014,U0230,A014,2026-07-13 13:16:37.029171,Finance,chat,3,77.0,completed,5.0,False
C001015,U0230,A014,2026-07-30 16:33:40.334806,Family,audio,15,389.0,completed,4.0,False
C001016,U0230,A014,2026-07-31 16:33:40.334806,Family,audio,9,238.0,completed,4.0,False
C001017,U0230,A014,2026-08-11 05:46:19.285848,Family,audio,8,215.0,completed,4.0,False
C001018,U0230,A014,2026-08-14 00:07:56.518275,Family,chat,3,82.0,completed,5.0,False
C001019,U0231,A009,2026-02-28 00:00:00.000000,Career,audio,15,0.0,completed,3.0,True
C001020,U0231,A014,2026-03-17 14:25:09.799614,Career,audio,5,112.0,completed,4.0,False
C001021,U0231,A014,2026-03-31 16:11:18.843324,Career,chat,7,160.0,completed,4.0,False
C001022,U0231,A014,2026-04-11 15:09:37.745291,Career,chat,7,163.0,completed,4.0,False
C001023,U0231,A014,2026-04-22 05:26:14.595896,General Vedic,audio,25,594.0,completed,5.0,False
C001024,U0231,A014,2026-05-03 01:57:07.728588,Career,chat,13,315.0,completed,4.0,False
C001025,U0231,A014,2026-05-19 01:10:50.159853,Career,video,11,271.0,completed,4.0,False
C001026,U0232,A014,2026-03-01 00:00:00.000000,General Vedic,audio,13,0.0,completed,4.0,True
C001027,U0232,A023,2026-05-17 16:34:20.851103,Health,audio,12,220.0,completed,4.0,False
C001028,U0232,A025,2026-07-21 18:35:07.691594,Health,audio,9,234.0,completed,3.0,False
C001029,U0233,A008,2025-08-06 00:00:00.000000,Career,audio,9,0.0,completed,4.0,True
C001030,U0233,A026,2025-08-12 07:26:35.880138,Health,chat,17,208.0,completed,4.0,False
C001031,U0233,A014,2025-08-16 16:38:37.685220,Health,audio,20,458.0,completed,5.0,False
C001032,U0234,A002,2026-01-30 00:00:00.000000,Health,chat,12,0.0,completed,2.0,True
C001033,U0234,A024,2026-03-28 18:09:40.465662,Health,video,14,257.0,completed,5.0,False
C001034,U0234,A028,2026-06-20 16:15:55.973423,Health,chat,7,109.0,completed,3.0,False
C001035,U0235,A010,2026-03-04 00:00:00.000000,Career,audio,6,0.0,completed,3.0,True
C001036,U0236,A002,2026-04-28 00:00:00.000000,Career,audio,11,0.0,completed,2.0,True
C001037,U0237,A026,2025-10-10 00:00:00.000000,Health,chat,9,0.0,completed,3.0,True
C001038,U0237,A003,2025-12-01 09:11:34.268635,Health,audio,14,357.0,completed,4.0,False
C001039,U0237,A010,2026-01-02 17:45:53.416135,General Vedic,video,12,112.0,completed,5.0,False
C001040,U0237,A022,2026-01-03 17:45:53.416135,General Vedic,chat,8,212.0,completed,4.0,False
C001041,U0237,A005,2026-01-29 02:49:58.481015,Health,audio,11,261.0,completed,3.0,False
C001042,U0238,A006,2025-09-12 00:00:00.000000,Career,chat,14,0.0,completed,4.0,True
C001043,U0238,A012,2025-09-16 21:47:16.878622,Career,chat,3,46.0,completed,4.0,False
C001044,U0238,A012,2025-10-11 19:31:22.697048,Career,chat,11,172.0,completed,5.0,False
C001045,U0238,A012,2025-10-20 01:20:16.692400,Family,video,17,270.0,completed,5.0,False
C001046,U0238,A012,2025-11-06 02:07:17.329633,General Vedic,video,8,130.0,completed,3.0,False
C001047,U0238,A012,2025-12-01 12:58:32.953085,Career,video,13,215.0,completed,4.0,False
C001048,U0238,A012,2025-12-10 06:04:33.351421,Career,chat,4,67.0,completed,4.0,False
C001049,U0238,A012,2026-01-20 13:43:06.805422,Career,video,14,239.0,completed,4.0,False
C001050,U0238,A018,2026-02-15 19:05:41.476334,Finance,chat,3,31.0,completed,4.0,False
C001051,U0238,A003,2026-03-01 08:38:52.379939,Career,audio,8,236.0,completed,3.0,False
C001052,U0238,A012,2026-04-05 00:16:51.724872,Finance,audio,14,252.0,completed,5.0,False
C001053,U0238,A017,2026-04-16 18:44:11.926005,Career,audio,7,188.0,completed,5.0,False
C001054,U0238,A024,2026-05-19 14:04:34.426364,Career,audio,22,491.0,completed,4.0,False
C001055,U0238,A012,2026-05-26 14:40:49.915490,Career,audio,7,132.0,completed,5.0,False
C001056,U0238,A012,2026-06-18 10:05:34.583434,Finance,chat,3,58.0,completed,4.0,False
C001057,U0238,A012,2026-07-01 10:02:09.504643,Career,chat,3,58.0,completed,5.0,False
C001058,U0238,A003,2026-07-17 05:36:31.127565,Career,chat,11,363.0,completed,3.0,False
C001059,U0238,A012,2026-08-07 01:21:36.494160,Marriage,video,13,261.0,completed,4.0,False
C001060,U0239,A008,2025-12-13 00:00:00.000000,Marriage,video,11,0.0,completed,4.0,True
C001061,U0240,A022,2025-10-09 00:00:00.000000,Relationship,chat,3,0.0,dropped,,True
C001062,U0240,A002,2025-11-22 23:58:47.251419,Relationship,video,16,359.0,completed,3.0,False
C001063,U0240,A002,2025-12-16 03:17:28.890471,Career,video,5,114.0,completed,2.0,False
C001064,U0240,A002,2026-02-01 06:48:07.139401,Career,audio,18,420.0,completed,1.0,False
C001065,U0240,A002,2026-04-10 01:53:48.269115,Career,chat,5,119.0,completed,3.0,False
C001066,U0241,A004,2025-11-16 00:00:00.000000,Finance,chat,5,0.0,completed,5.0,True
C001067,U0241,A017,2026-04-26 17:51:17.535213,Health,audio,13,292.0,completed,4.0,False
C001068,U0242,A002,2025-10-04 00:00:00.000000,Family,audio,19,0.0,completed,3.0,True
C001069,U0243,A011,2025-07-23 00:00:00.000000,Health,audio,6,0.0,completed,3.0,True
C001070,U0244,A029,2025-11-08 00:00:00.000000,Relationship,chat,7,0.0,completed,4.0,True
C001071,U0244,A021,2025-12-30 07:26:20.577153,Relationship,chat,6,135.0,completed,4.0,False
C001072,U0244,A021,2026-03-08 11:17:06.085885,Marriage,audio,13,297.0,completed,4.0,False
C001073,U0244,A028,2026-06-03 06:24:00.010255,Relationship,chat,7,111.0,completed,4.0,False
C001074,U0245,A021,2025-08-05 00:00:00.000000,Marriage,chat,10,0.0,completed,4.0,True
C001075,U0245,A003,2025-10-24 23:02:34.978632,Finance,video,17,434.0,completed,4.0,False
C001076,U0245,A028,2026-07-17 01:41:03.175688,Finance,video,14,218.0,completed,4.0,False
C001077,U0246,A010,2026-03-13 00:00:00.000000,Relationship,chat,8,0.0,completed,4.0,True
C001078,U0246,A006,2026-03-28 18:45:12.562467,Career,audio,12,147.0,completed,3.0,False
C001079,U0246,A009,2026-04-18 08:41:35.448952,Career,audio,10,260.0,completed,2.0,False
C001080,U0246,A019,2026-04-30 15:28:48.370624,Career,video,7,163.0,completed,3.0,False
C001081,U0246,A009,2026-05-15 22:11:14.840074,Career,chat,13,351.0,completed,4.0,False
C001082,U0246,A019,2026-05-21 10:43:24.325199,Marriage,audio,9,218.0,completed,5.0,False
C001083,U0246,A017,2026-05-22 10:43:24.325199,Career,audio,12,296.0,completed,3.0,False
C001084,U0246,A009,2026-05-31 05:14:35.739651,Family,audio,6,171.0,completed,3.0,False
C001085,U0246,A009,2026-06-17 21:42:50.365187,Career,audio,19,551.0,completed,3.0,False
C001086,U0246,A009,2026-07-05 12:55:21.908159,Career,audio,17,502.0,completed,3.0,False
C001087,U0246,A010,2026-07-12 20:33:19.654493,Finance,chat,9,97.0,completed,4.0,False
C001088,U0246,A009,2026-08-04 10:54:21.827011,Career,chat,6,183.0,completed,4.0,False
C001089,U0246,A001,2026-08-14 03:41:01.958000,Career,chat,7,217.0,completed,4.0,False
C001090,U0247,A028,2026-02-13 00:00:00.000000,Marriage,video,13,0.0,completed,4.0,True
C001091,U0247,A020,2026-03-19 00:40:00.701344,General Vedic,chat,14,257.0,completed,4.0,False
C001092,U0247,A020,2026-04-29 01:19:13.153921,Family,audio,8,150.0,completed,3.0,False
C001093,U0247,A002,2026-04-30 01:19:13.153921,Family,chat,3,70.0,completed,3.0,False
C001094,U0247,A001,2026-06-17 21:51:52.101946,Marriage,video,8,216.0,completed,3.0,False
C001095,U0247,A009,2026-06-18 21:51:52.101946,Family,chat,12,330.0,completed,4.0,False
C001096,U0247,A020,2026-06-19 21:51:52.101946,Family,chat,4,81.0,completed,3.0,False
C001097,U0247,A020,2026-08-10 04:35:30.533791,General Vedic,chat,3,62.0,completed,3.0,False
C001098,U0248,A026,2026-01-05 00:00:00.000000,Relationship,chat,10,0.0,completed,4.0,True
C001099,U0248,A023,2026-01-18 17:36:31.001608,General Vedic,audio,19,349.0,completed,3.0,False
C001100,U0248,A023,2026-02-12 16:20:11.765116,Relationship,audio,20,374.0,completed,4.0,False
C001101,U0248,A023,2026-03-14 11:33:21.811321,Relationship,chat,13,248.0,dropped,,False
C001102,U0248,A023,2026-04-19 12:30:10.320309,Finance,chat,13,253.0,completed,3.0,False
C001103,U0248,A022,2026-04-26 08:46:53.231592,Career,audio,13,358.0,completed,3.0,False
C001104,U0248,A023,2026-06-05 13:02:26.217607,Relationship,audio,5,101.0,completed,4.0,False
C001105,U0248,A014,2026-06-29 05:16:04.914600,Relationship,chat,7,176.0,completed,3.0,False
C001106,U0248,A023,2026-07-22 06:12:10.494062,Relationship,video,9,188.0,completed,4.0,False
C001107,U0248,A023,2026-08-09 13:26:52.070195,Relationship,chat,11,234.0,completed,3.0,False
C001108,U0249,A004,2026-04-22 00:00:00.000000,Career,audio,4,0.0,completed,4.0,True
C001109,U0249,A013,2026-06-25 14:36:35.272850,Career,chat,12,110.0,completed,3.0,False
C001110,U0249,A002,2026-08-01 16:58:22.702508,Career,audio,18,412.0,completed,2.0,False
C001111,U0250,A021,2026-03-05 00:00:00.000000,Relationship,video,19,0.0,completed,4.0,True
C001112,U0251,A001,2025-09-06 00:00:00.000000,Relationship,chat,9,0.0,completed,3.0,True
C001113,U0252,A029,2025-08-19 00:00:00.000000,Career,chat,13,0.0,completed,4.0,True
C001114,U0253,A014,2026-06-12 00:00:00.000000,Marriage,audio,4,0.0,dropped,,True
C001115,U0254,A016,2026-04-07 00:00:00.000000,Health,chat,3,0.0,completed,5.0,True
C001116,U0255,A022,2026-03-29 00:00:00.000000,Relationship,chat,3,0.0,completed,4.0,True
C001117,U0256,A002,2026-05-29 00:00:00.000000,Finance,audio,6,0.0,completed,3.0,True
C001118,U0257,A024,2026-05-30 00:00:00.000000,Health,video,5,0.0,completed,4.0,True
C001119,U0258,A014,2026-05-10 00:00:00.000000,General Vedic,chat,3,0.0,completed,4.0,True
C001120,U0258,A029,2026-05-22 06:05:07.571238,General Vedic,chat,13,119.0,completed,3.0,False
C001121,U0259,A006,2026-04-08 00:00:00.000000,Finance,audio,7,0.0,completed,4.0,True
C001122,U0260,A016,2026-02-02 00:00:00.000000,Marriage,video,11,0.0,completed,3.0,True
C001123,U0260,A023,2026-02-18 22:24:59.575087,Marriage,chat,11,202.0,completed,4.0,False
C001124,U0260,A016,2026-03-13 22:08:45.338815,Marriage,audio,21,546.0,completed,5.0,False
C001125,U0260,A012,2026-04-09 00:30:52.085804,Marriage,video,14,223.0,completed,4.0,False
C001126,U0260,A025,2026-05-14 17:51:18.055089,Marriage,audio,8,216.0,completed,3.0,False
C001127,U0260,A025,2026-05-15 17:51:18.055089,Marriage,chat,5,138.0,completed,2.0,False
C001128,U0260,A025,2026-06-23 14:54:15.876697,Marriage,audio,19,532.0,completed,3.0,False
C001129,U0261,A011,2026-03-10 00:00:00.000000,Finance,chat,6,0.0,completed,3.0,True
C001130,U0261,A016,2026-07-01 18:28:35.803415,Finance,chat,4,102.0,completed,4.0,False
C001131,U0262,A030,2025-07-26 00:00:00.000000,Family,chat,10,0.0,completed,4.0,True
C001132,U0262,A006,2026-02-01 02:13:36.003208,Finance,video,18,220.0,completed,4.0,False
C001133,U0263,A017,2026-06-11 00:00:00.000000,Marriage,audio,5,0.0,completed,4.0,True
C001134,U0263,A029,2026-06-18 20:03:34.358422,Marriage,chat,10,92.0,completed,4.0,False
C001135,U0263,A029,2026-06-19 20:03:34.358422,Marriage,chat,3,28.0,completed,4.0,False
C001136,U0263,A014,2026-07-07 05:09:37.198555,Marriage,chat,6,140.0,completed,4.0,False
C001137,U0263,A027,2026-07-21 20:38:34.412987,Health,audio,9,175.0,failed,,False
C001138,U0263,A029,2026-07-30 14:52:30.550195,Career,audio,5,50.0,completed,3.0,False
C001139,U0263,A021,2026-08-14 04:25:58.177954,Marriage,chat,3,74.0,completed,5.0,False
C001140,U0264,A021,2025-12-04 00:00:00.000000,Relationship,audio,6,0.0,completed,4.0,True
C001141,U0264,A009,2026-02-25 07:14:26.222932,Relationship,audio,15,382.0,completed,4.0,False
C001142,U0264,A001,2026-05-25 15:04:32.712658,Relationship,chat,16,416.0,completed,3.0,False
C001143,U0264,A009,2026-07-21 22:09:39.673262,Relationship,audio,7,186.0,completed,4.0,False
C001144,U0265,A021,2026-03-23 00:00:00.000000,Marriage,chat,3,0.0,completed,4.0,True
C001145,U0266,A017,2026-01-15 00:00:00.000000,Health,audio,21,0.0,completed,3.0,True
C001146,U0266,A004,2026-04-01 14:55:03.426025,Relationship,video,7,129.0,completed,4.0,False
C001147,U0266,A021,2026-06-06 18:42:52.192421,Career,chat,8,183.0,completed,4.0,False
C001148,U0266,A002,2026-08-13 07:41:56.478313,Relationship,audio,13,303.0,completed,2.0,False
C001149,U0267,A030,2026-03-07 00:00:00.000000,Health,audio,16,0.0,completed,4.0,True
C001150,U0268,A005,2026-04-21 00:00:00.000000,Finance,chat,6,0.0,completed,4.0,True
C001151,U0268,A007,2026-06-17 10:28:55.640825,Health,audio,3,76.0,completed,4.0,False
C001152,U0268,A007,2026-07-11 19:24:14.537159,Health,audio,14,364.0,completed,4.0,False
C001153,U0269,A004,2026-04-21 00:00:00.000000,Marriage,chat,3,0.0,completed,3.0,True
C001154,U0269,A022,2026-05-05 00:25:25.531640,General Vedic,audio,6,153.0,completed,3.0,False
C001155,U0269,A008,2026-06-04 13:08:47.254886,General Vedic,chat,3,47.0,completed,4.0,False
C001156,U0269,A022,2026-06-24 20:08:17.607300,General Vedic,chat,13,344.0,completed,3.0,False
C001157,U0269,A002,2026-07-27 22:12:58.201463,General Vedic,chat,12,285.0,completed,2.0,False
C001158,U0270,A020,2025-11-29 00:00:00.000000,Career,chat,6,0.0,completed,4.0,True
C001159,U0271,A030,2025-08-07 00:00:00.000000,Family,video,8,0.0,completed,4.0,True
C001160,U0271,A016,2026-05-15 08:41:47.716090,Family,audio,11,280.0,completed,2.0,False
C001161,U0272,A021,2025-10-31 00:00:00.000000,Career,chat,15,0.0,completed,4.0,True
C001162,U0272,A005,2025-12-25 21:54:58.789195,Career,audio,5,112.0,completed,4.0,False
C001163,U0272,A005,2026-03-10 15:22:31.815262,Career,chat,14,320.0,completed,4.0,False
C001164,U0272,A009,2026-05-15 16:10:51.756804,Career,audio,12,318.0,completed,5.0,False
C001165,U0272,A005,2026-06-06 13:08:54.461072,Career,chat,6,143.0,completed,4.0,False
C001166,U0272,A005,2026-06-11 08:34:28.111541,Career,audio,15,363.0,completed,4.0,False
C001167,U0272,A005,2026-08-11 16:05:18.105514,Career,audio,12,296.0,completed,4.0,False
C001168,U0273,A012,2025-08-04 00:00:00.000000,Family,chat,15,0.0,completed,4.0,True
C001169,U0273,A018,2025-08-23 14:24:30.959665,Finance,audio,20,184.0,completed,3.0,False
C001170,U0273,A018,2025-09-21 01:04:55.568345,Relationship,audio,10,94.0,completed,3.0,False
C001171,U0273,A018,2025-10-17 20:57:45.577995,Marriage,audio,12,114.0,completed,3.0,False
C001172,U0273,A029,2025-10-23 11:19:05.581747,Finance,chat,11,107.0,completed,3.0,False
C001173,U0273,A018,2025-11-06 10:05:37.366261,Finance,chat,13,129.0,completed,4.0,False
C001174,U0273,A018,2025-12-03 21:08:21.174397,Finance,chat,16,161.0,completed,4.0,False
C001175,U0273,A018,2025-12-20 06:11:49.095673,Finance,video,9,92.0,completed,4.0,False
C001176,U0273,A019,2026-01-17 14:54:21.673220,Finance,chat,3,77.0,completed,4.0,False
C001177,U0273,A018,2026-02-17 05:40:03.162150,Relationship,chat,9,96.0,dropped,,False
C001178,U0273,A018,2026-02-28 00:15:52.961578,Health,audio,21,227.0,completed,4.0,False
C001179,U0273,A018,2026-03-21 10:43:10.957646,Marriage,audio,15,165.0,completed,4.0,False
C001180,U0273,A023,2026-04-10 23:39:05.322228,Career,chat,12,268.0,completed,5.0,False
C001181,U0273,A018,2026-04-20 23:40:13.270675,Finance,video,14,159.0,completed,4.0,False
C001182,U0273,A017,2026-04-21 23:40:13.270675,Finance,chat,13,366.0,completed,2.0,False
C001183,U0273,A018,2026-05-02 20:20:49.937147,Finance,video,14,164.0,completed,4.0,False
C001184,U0273,A013,2026-05-09 03:06:40.565490,Finance,video,10,119.0,completed,3.0,False
